ticker,date,,,,,,,avg_test_qlike
,14/04/2005,,,,,,,0.081825723
,15/04/2005,,,,,,,0.081825723
,18/04/2005,,,,,,,0.081825723
,19/04/2005,,,,,,,0.081825723
,20/04/2005,,,,,,,0.081825723
,21/04/2005,,,,,,,0.081825723
,22/04/2005,,,,,,,0.081825723
,25/04/2005,,,,,,,0.081825723
,26/04/2005,,,,,,,0.081825723
,27/04/2005,,,,,,,0.081825723
,28/04/2005,,,,,,,0.081825723
,29/04/2005,,,,,,,0.081825723
,02/05/2005,,,,,,,0.081825723
,03/05/2005,,,,,,,0.081825723
,04/05/2005,,,,,,,0.081825723
,05/05/2005,,,,,,,0.081825723
,06/05/2005,,,,,,,0.081825723
,09/05/2005,,,,,,,0.081825723
,10/05/2005,,,,,,,0.081825723
,11/05/2005,,,,,,,0.081825723
,12/05/2005,,,,,,,0.081825723
,13/05/2005,,,,,,,0.081825723
,16/05/2005,,,,,,,0.081825723
,17/05/2005,,,,,,,0.081825723
,18/05/2005,,,,,,,0.081825723
,19/05/2005,,,,,,,0.081825723
,20/05/2005,,,,,,,0.081825723
,23/05/2005,,,,,,,0.081825723
,24/05/2005,,,,,,,0.081825723
,25/05/2005,,,,,,,0.081825723
,26/05/2005,,,,,,,0.081825723
,27/05/2005,,,,,,,0.081825723
,31/05/2005,,,,,,,0.081825723
,01/06/2005,,,,,,,0.081825723
,02/06/2005,,,,,,,0.081825723
,03/06/2005,,,,,,,0.081825723
,06/06/2005,,,,,,,0.081825723
,07/06/2005,,,,,,,0.081825723
,08/06/2005,,,,,,,0.081825723
,09/06/2005,,,,,,,0.081825723
,10/06/2005,,,,,,,0.081825723
,13/06/2005,,,,,,,0.081825723
,14/06/2005,,,,,,,0.081825723
,15/06/2005,,,,,,,0.081825723
,16/06/2005,,,,,,,0.081825723
,17/06/2005,,,,,,,0.081825723
,20/06/2005,,,,,,,0.081825723
,21/06/2005,,,,,,,0.081825723
,22/06/2005,,,,,,,0.081825723
,23/06/2005,,,,,,,0.081825723
,24/06/2005,,,,,,,0.081825723
,27/06/2005,,,,,,,0.081825723
,28/06/2005,,,,,,,0.081825723
,29/06/2005,,,,,,,0.081825723
,30/06/2005,,,,,,,0.081825723
,01/07/2005,,,,,,,0.081825723
,05/07/2005,,,,,,,0.081825723
,06/07/2005,,,,,,,0.081825723
,07/07/2005,,,,,,,0.081825723
,08/07/2005,,,,,,,0.081825723
,11/07/2005,,,,,,,0.081825723
,12/07/2005,,,,,,,0.081825723
,13/07/2005,,,,,,,0.081825723
,14/07/2005,,,,,,,0.081825723
,15/07/2005,,,,,,,0.081825723
,18/07/2005,,,,,,,0.081825723
,19/07/2005,,,,,,,0.081825723
,20/07/2005,,,,,,,0.081825723
,21/07/2005,,,,,,,0.081825723
,22/07/2005,,,,,,,0.081825723
,25/07/2005,,,,,,,0.081825723
,26/07/2005,,,,,,,0.081825723
,27/07/2005,,,,,,,0.081825723
,28/07/2005,,,,,,,0.081825723
,29/07/2005,,,,,,,0.081825723
,01/08/2005,,,,,,,0.081825723
,02/08/2005,,,,,,,0.081825723
,03/08/2005,,,,,,,0.081825723
,04/08/2005,,,,,,,0.081825723
,05/08/2005,,,,,,,0.081825723
,08/08/2005,,,,,,,0.081825723
,09/08/2005,,,,,,,0.081825723
,10/08/2005,,,,,,,0.081825723
,11/08/2005,,,,,,,0.081825723
,12/08/2005,,,,,,,0.081825723
,15/08/2005,,,,,,,0.081825723
,16/08/2005,,,,,,,0.081825723
,17/08/2005,,,,,,,0.081825723
,18/08/2005,,,,,,,0.081825723
,19/08/2005,,,,,,,0.081825723
,22/08/2005,,,,,,,0.081825723
,23/08/2005,,,,,,,0.081825723
,24/08/2005,,,,,,,0.081825723
,25/08/2005,,,,,,,0.081825723
,26/08/2005,,,,,,,0.081825723
,29/08/2005,,,,,,,0.081825723
,30/08/2005,,,,,,,0.081825723
,31/08/2005,,,,,,,0.081825723
,01/09/2005,,,,,,,0.081825723
,02/09/2005,,,,,,,0.081825723
,06/09/2005,,,,,,,0.081825723
,07/09/2005,,,,,,,0.081825723
,08/09/2005,,,,,,,0.081825723
,09/09/2005,,,,,,,0.081825723
,12/09/2005,,,,,,,0.081825723
,13/09/2005,,,,,,,0.081825723
,14/09/2005,,,,,,,0.081825723
,15/09/2005,,,,,,,0.081825723
,16/09/2005,,,,,,,0.081825723
,19/09/2005,,,,,,,0.081825723
,20/09/2005,,,,,,,0.081825723
,21/09/2005,,,,,,,0.081825723
,22/09/2005,,,,,,,0.081825723
,23/09/2005,,,,,,,0.081825723
,26/09/2005,,,,,,,0.081825723
,27/09/2005,,,,,,,0.081825723
,28/09/2005,,,,,,,0.081825723
,29/09/2005,,,,,,,0.081825723
,30/09/2005,,,,,,,0.081825723
,03/10/2005,,,,,,,0.081825723
,04/10/2005,,,,,,,0.081825723
,05/10/2005,,,,,,,0.081825723
,06/10/2005,,,,,,,0.081825723
,07/10/2005,,,,,,,0.081825723
,10/10/2005,,,,,,,0.081825723
,11/10/2005,,,,,,,0.081825723
,12/10/2005,,,,,,,0.081825723
,13/10/2005,,,,,,,0.081825723
