ticker,date,,,,,,,avg_test_qlike
,18/07/2005,,,,,,,0.072827288
,19/07/2005,,,,,,,0.072827288
,20/07/2005,,,,,,,0.072827288
,21/07/2005,,,,,,,0.072827288
,22/07/2005,,,,,,,0.072827288
,25/07/2005,,,,,,,0.072827288
,26/07/2005,,,,,,,0.072827288
,27/07/2005,,,,,,,0.072827288
,28/07/2005,,,,,,,0.072827288
,29/07/2005,,,,,,,0.072827288
,01/08/2005,,,,,,,0.072827288
,02/08/2005,,,,,,,0.072827288
,03/08/2005,,,,,,,0.072827288
,04/08/2005,,,,,,,0.072827288
,05/08/2005,,,,,,,0.072827288
,08/08/2005,,,,,,,0.072827288
,09/08/2005,,,,,,,0.072827288
,10/08/2005,,,,,,,0.072827288
,11/08/2005,,,,,,,0.072827288
,12/08/2005,,,,,,,0.072827288
,15/08/2005,,,,,,,0.072827288
,16/08/2005,,,,,,,0.072827288
,17/08/2005,,,,,,,0.072827288
,18/08/2005,,,,,,,0.072827288
,19/08/2005,,,,,,,0.072827288
,22/08/2005,,,,,,,0.072827288
,23/08/2005,,,,,,,0.072827288
,24/08/2005,,,,,,,0.072827288
,25/08/2005,,,,,,,0.072827288
,26/08/2005,,,,,,,0.072827288
,29/08/2005,,,,,,,0.072827288
,30/08/2005,,,,,,,0.072827288
,31/08/2005,,,,,,,0.072827288
,01/09/2005,,,,,,,0.072827288
,02/09/2005,,,,,,,0.072827288
,06/09/2005,,,,,,,0.072827288
,07/09/2005,,,,,,,0.072827288
,08/09/2005,,,,,,,0.072827288
,09/09/2005,,,,,,,0.072827288
,12/09/2005,,,,,,,0.072827288
,13/09/2005,,,,,,,0.072827288
,14/09/2005,,,,,,,0.072827288
,15/09/2005,,,,,,,0.072827288
,16/09/2005,,,,,,,0.072827288
,19/09/2005,,,,,,,0.072827288
,20/09/2005,,,,,,,0.072827288
,21/09/2005,,,,,,,0.072827288
,22/09/2005,,,,,,,0.072827288
,23/09/2005,,,,,,,0.072827288
,26/09/2005,,,,,,,0.072827288
,27/09/2005,,,,,,,0.072827288
,28/09/2005,,,,,,,0.072827288
,29/09/2005,,,,,,,0.072827288
,30/09/2005,,,,,,,0.072827288
,03/10/2005,,,,,,,0.072827288
,04/10/2005,,,,,,,0.072827288
,05/10/2005,,,,,,,0.072827288
,06/10/2005,,,,,,,0.072827288
,07/10/2005,,,,,,,0.072827288
,10/10/2005,,,,,,,0.072827288
,11/10/2005,,,,,,,0.072827288
,12/10/2005,,,,,,,0.072827288
,13/10/2005,,,,,,,0.072827288
,14/10/2005,,,,,,,0.072827288
,17/10/2005,,,,,,,0.072827288
,18/10/2005,,,,,,,0.072827288
,19/10/2005,,,,,,,0.072827288
,20/10/2005,,,,,,,0.072827288
,21/10/2005,,,,,,,0.072827288
,24/10/2005,,,,,,,0.072827288
,25/10/2005,,,,,,,0.072827288
,26/10/2005,,,,,,,0.072827288
,27/10/2005,,,,,,,0.072827288
,28/10/2005,,,,,,,0.072827288
,31/10/2005,,,,,,,0.072827288
,01/11/2005,,,,,,,0.072827288
,02/11/2005,,,,,,,0.072827288
,03/11/2005,,,,,,,0.072827288
,04/11/2005,,,,,,,0.072827288
,07/11/2005,,,,,,,0.072827288
,08/11/2005,,,,,,,0.072827288
,09/11/2005,,,,,,,0.072827288
,10/11/2005,,,,,,,0.072827288
,11/11/2005,,,,,,,0.072827288
,14/11/2005,,,,,,,0.072827288
,15/11/2005,,,,,,,0.072827288
,16/11/2005,,,,,,,0.072827288
,17/11/2005,,,,,,,0.072827288
,18/11/2005,,,,,,,0.072827288
,21/11/2005,,,,,,,0.072827288
,22/11/2005,,,,,,,0.072827288
,23/11/2005,,,,,,,0.072827288
,25/11/2005,,,,,,,0.072827288
,28/11/2005,,,,,,,0.072827288
,29/11/2005,,,,,,,0.072827288
,30/11/2005,,,,,,,0.072827288
,01/12/2005,,,,,,,0.072827288
,02/12/2005,,,,,,,0.072827288
,05/12/2005,,,,,,,0.072827288
,06/12/2005,,,,,,,0.072827288
,07/12/2005,,,,,,,0.072827288
,08/12/2005,,,,,,,0.072827288
,09/12/2005,,,,,,,0.072827288
,12/12/2005,,,,,,,0.072827288
,13/12/2005,,,,,,,0.072827288
,14/12/2005,,,,,,,0.072827288
,15/12/2005,,,,,,,0.072827288
,16/12/2005,,,,,,,0.072827288
,19/12/2005,,,,,,,0.072827288
