ticker,date,,,,,,,avg_test_qlike
,14/04/2005,,,,,,,0.068264319
,15/04/2005,,,,,,,0.068264319
,18/04/2005,,,,,,,0.068264319
,19/04/2005,,,,,,,0.068264319
,20/04/2005,,,,,,,0.068264319
,21/04/2005,,,,,,,0.068264319
,22/04/2005,,,,,,,0.068264319
,25/04/2005,,,,,,,0.068264319
,26/04/2005,,,,,,,0.068264319
,27/04/2005,,,,,,,0.068264319
,28/04/2005,,,,,,,0.068264319
,29/04/2005,,,,,,,0.068264319
,02/05/2005,,,,,,,0.068264319
,03/05/2005,,,,,,,0.068264319
,04/05/2005,,,,,,,0.068264319
,05/05/2005,,,,,,,0.068264319
,06/05/2005,,,,,,,0.068264319
,09/05/2005,,,,,,,0.068264319
,10/05/2005,,,,,,,0.068264319
,11/05/2005,,,,,,,0.068264319
,12/05/2005,,,,,,,0.068264319
,13/05/2005,,,,,,,0.068264319
,16/05/2005,,,,,,,0.068264319
,17/05/2005,,,,,,,0.068264319
,18/05/2005,,,,,,,0.068264319
,19/05/2005,,,,,,,0.068264319
,20/05/2005,,,,,,,0.068264319
,23/05/2005,,,,,,,0.068264319
,24/05/2005,,,,,,,0.068264319
,25/05/2005,,,,,,,0.068264319
,26/05/2005,,,,,,,0.068264319
,27/05/2005,,,,,,,0.068264319
,31/05/2005,,,,,,,0.068264319
,01/06/2005,,,,,,,0.068264319
,02/06/2005,,,,,,,0.068264319
,03/06/2005,,,,,,,0.068264319
,06/06/2005,,,,,,,0.068264319
,07/06/2005,,,,,,,0.068264319
,08/06/2005,,,,,,,0.068264319
,09/06/2005,,,,,,,0.068264319
,10/06/2005,,,,,,,0.068264319
,13/06/2005,,,,,,,0.068264319
,14/06/2005,,,,,,,0.068264319
,15/06/2005,,,,,,,0.068264319
,16/06/2005,,,,,,,0.068264319
,17/06/2005,,,,,,,0.068264319
,20/06/2005,,,,,,,0.068264319
,21/06/2005,,,,,,,0.068264319
,22/06/2005,,,,,,,0.068264319
,23/06/2005,,,,,,,0.068264319
,24/06/2005,,,,,,,0.068264319
,27/06/2005,,,,,,,0.068264319
,28/06/2005,,,,,,,0.068264319
,29/06/2005,,,,,,,0.068264319
,30/06/2005,,,,,,,0.068264319
,01/07/2005,,,,,,,0.068264319
,05/07/2005,,,,,,,0.068264319
,06/07/2005,,,,,,,0.068264319
,07/07/2005,,,,,,,0.068264319
,08/07/2005,,,,,,,0.068264319
,11/07/2005,,,,,,,0.068264319
,12/07/2005,,,,,,,0.068264319
,13/07/2005,,,,,,,0.068264319
,14/07/2005,,,,,,,0.068264319
,15/07/2005,,,,,,,0.068264319
,18/07/2005,,,,,,,0.068264319
,19/07/2005,,,,,,,0.068264319
,20/07/2005,,,,,,,0.068264319
,21/07/2005,,,,,,,0.068264319
,22/07/2005,,,,,,,0.068264319
,25/07/2005,,,,,,,0.068264319
,26/07/2005,,,,,,,0.068264319
,27/07/2005,,,,,,,0.068264319
,28/07/2005,,,,,,,0.068264319
,29/07/2005,,,,,,,0.068264319
,01/08/2005,,,,,,,0.068264319
,02/08/2005,,,,,,,0.068264319
,03/08/2005,,,,,,,0.068264319
,04/08/2005,,,,,,,0.068264319
,05/08/2005,,,,,,,0.068264319
,08/08/2005,,,,,,,0.068264319
,09/08/2005,,,,,,,0.068264319
,10/08/2005,,,,,,,0.068264319
,11/08/2005,,,,,,,0.068264319
,12/08/2005,,,,,,,0.068264319
,15/08/2005,,,,,,,0.068264319
,16/08/2005,,,,,,,0.068264319
,17/08/2005,,,,,,,0.068264319
,18/08/2005,,,,,,,0.068264319
,19/08/2005,,,,,,,0.068264319
,22/08/2005,,,,,,,0.068264319
,23/08/2005,,,,,,,0.068264319
,24/08/2005,,,,,,,0.068264319
,25/08/2005,,,,,,,0.068264319
,26/08/2005,,,,,,,0.068264319
,29/08/2005,,,,,,,0.068264319
,30/08/2005,,,,,,,0.068264319
,31/08/2005,,,,,,,0.068264319
,01/09/2005,,,,,,,0.068264319
,02/09/2005,,,,,,,0.068264319
,06/09/2005,,,,,,,0.068264319
,07/09/2005,,,,,,,0.068264319
,08/09/2005,,,,,,,0.068264319
,09/09/2005,,,,,,,0.068264319
,12/09/2005,,,,,,,0.068264319
,13/09/2005,,,,,,,0.068264319
,14/09/2005,,,,,,,0.068264319
,15/09/2005,,,,,,,0.068264319
,16/09/2005,,,,,,,0.068264319
,19/09/2005,,,,,,,0.068264319
,20/09/2005,,,,,,,0.068264319
,21/09/2005,,,,,,,0.068264319
,22/09/2005,,,,,,,0.068264319
,23/09/2005,,,,,,,0.068264319
,26/09/2005,,,,,,,0.068264319
,27/09/2005,,,,,,,0.068264319
,28/09/2005,,,,,,,0.068264319
,29/09/2005,,,,,,,0.068264319
,30/09/2005,,,,,,,0.068264319
,03/10/2005,,,,,,,0.068264319
,04/10/2005,,,,,,,0.068264319
,05/10/2005,,,,,,,0.068264319
,06/10/2005,,,,,,,0.068264319
,07/10/2005,,,,,,,0.068264319
,10/10/2005,,,,,,,0.068264319
,11/10/2005,,,,,,,0.068264319
,12/10/2005,,,,,,,0.068264319
,13/10/2005,,,,,,,0.068264319
,14/10/2005,,,,,,,0.068264319
,17/10/2005,,,,,,,0.068264319
,18/10/2005,,,,,,,0.068264319
,19/10/2005,,,,,,,0.068264319
,20/10/2005,,,,,,,0.068264319
,21/10/2005,,,,,,,0.068264319
,24/10/2005,,,,,,,0.068264319
,25/10/2005,,,,,,,0.068264319
,26/10/2005,,,,,,,0.068264319
,27/10/2005,,,,,,,0.068264319
,28/10/2005,,,,,,,0.068264319
,31/10/2005,,,,,,,0.068264319
,01/11/2005,,,,,,,0.068264319
,02/11/2005,,,,,,,0.068264319
,03/11/2005,,,,,,,0.068264319
,04/11/2005,,,,,,,0.068264319
,07/11/2005,,,,,,,0.068264319
,08/11/2005,,,,,,,0.068264319
,09/11/2005,,,,,,,0.068264319
,10/11/2005,,,,,,,0.068264319
,11/11/2005,,,,,,,0.068264319
,14/11/2005,,,,,,,0.068264319
,15/11/2005,,,,,,,0.068264319
,16/11/2005,,,,,,,0.068264319
,17/11/2005,,,,,,,0.068264319
,18/11/2005,,,,,,,0.068264319
,21/11/2005,,,,,,,0.068264319
,22/11/2005,,,,,,,0.068264319
,23/11/2005,,,,,,,0.068264319
,25/11/2005,,,,,,,0.068264319
,28/11/2005,,,,,,,0.068264319
,29/11/2005,,,,,,,0.068264319
,30/11/2005,,,,,,,0.068264319
,01/12/2005,,,,,,,0.068264319
,02/12/2005,,,,,,,0.068264319
,05/12/2005,,,,,,,0.068264319
,06/12/2005,,,,,,,0.068264319
,07/12/2005,,,,,,,0.068264319
,08/12/2005,,,,,,,0.068264319
,09/12/2005,,,,,,,0.068264319
,12/12/2005,,,,,,,0.068264319
,13/12/2005,,,,,,,0.068264319
,14/12/2005,,,,,,,0.068264319
,15/12/2005,,,,,,,0.068264319
,16/12/2005,,,,,,,0.068264319
,19/12/2005,,,,,,,0.068264319
,20/12/2005,,,,,,,0.068264319
,21/12/2005,,,,,,,0.068264319
,22/12/2005,,,,,,,0.068264319
,23/12/2005,,,,,,,0.068264319
,27/12/2005,,,,,,,0.068264319
,28/12/2005,,,,,,,0.068264319
,29/12/2005,,,,,,,0.068264319
,30/12/2005,,,,,,,0.068264319
,03/01/2006,,,,,,,0.068264319
,04/01/2006,,,,,,,0.068264319
,05/01/2006,,,,,,,0.068264319
,06/01/2006,,,,,,,0.068264319
,09/01/2006,,,,,,,0.068264319
,10/01/2006,,,,,,,0.068264319
,11/01/2006,,,,,,,0.068264319
,12/01/2006,,,,,,,0.068264319
,13/01/2006,,,,,,,0.068264319
,17/01/2006,,,,,,,0.068264319
,18/01/2006,,,,,,,0.068264319
,19/01/2006,,,,,,,0.068264319
,20/01/2006,,,,,,,0.068264319
,23/01/2006,,,,,,,0.068264319
,24/01/2006,,,,,,,0.068264319
,25/01/2006,,,,,,,0.068264319
,26/01/2006,,,,,,,0.068264319
,27/01/2006,,,,,,,0.068264319
,30/01/2006,,,,,,,0.061714561
,31/01/2006,,,,,,,0.061714561
,01/02/2006,,,,,,,0.061714561
,02/02/2006,,,,,,,0.061714561
,03/02/2006,,,,,,,0.061714561
,06/02/2006,,,,,,,0.061714561
,07/02/2006,,,,,,,0.061714561
,08/02/2006,,,,,,,0.061714561
,09/02/2006,,,,,,,0.061714561
,10/02/2006,,,,,,,0.061714561
,13/02/2006,,,,,,,0.053468792
,14/02/2006,,,,,,,0.053468792
,15/02/2006,,,,,,,0.053468792
,16/02/2006,,,,,,,0.053468792
,17/02/2006,,,,,,,0.053468792
,21/02/2006,,,,,,,0.053468792
,22/02/2006,,,,,,,0.053468792
,23/02/2006,,,,,,,0.053468792
,24/02/2006,,,,,,,0.053468792
,27/02/2006,,,,,,,0.053468792
,28/02/2006,,,,,,,0.053468792
,01/03/2006,,,,,,,0.053468792
,02/03/2006,,,,,,,0.053468792
,03/03/2006,,,,,,,0.053468792
,06/03/2006,,,,,,,0.053468792
,07/03/2006,,,,,,,0.053468792
,08/03/2006,,,,,,,0.053468792
,09/03/2006,,,,,,,0.053468792
,10/03/2006,,,,,,,0.053468792
,13/03/2006,,,,,,,0.053468792
,14/03/2006,,,,,,,0.053468792
,15/03/2006,,,,,,,0.053468792
,16/03/2006,,,,,,,0.053468792
,17/03/2006,,,,,,,0.053468792
,20/03/2006,,,,,,,0.053468792
,21/03/2006,,,,,,,0.053468792
,22/03/2006,,,,,,,0.053468792
,23/03/2006,,,,,,,0.053468792
,24/03/2006,,,,,,,0.053468792
,27/03/2006,,,,,,,0.053468792
,28/03/2006,,,,,,,0.053468792
,29/03/2006,,,,,,,0.053468792
,30/03/2006,,,,,,,0.053468792
,31/03/2006,,,,,,,0.053468792
,03/04/2006,,,,,,,0.053468792
,04/04/2006,,,,,,,0.053468792
,05/04/2006,,,,,,,0.053468792
,06/04/2006,,,,,,,0.053468792
,07/04/2006,,,,,,,0.053468792
,10/04/2006,,,,,,,0.053468792
,11/04/2006,,,,,,,0.053468792
